1.927392090312671691e-19,7.908935516860639975e-15,6.007893564152072541e-14,7.023735065780911668e-11,1.000000000000000000e+00,1.362488662097852538e-26,1.292268909020408495e-18,1.163418678946196729e-16
8.119600547473737606e-10,8.704326148745167302e-08,2.132029969237336786e-11,1.518781296908855438e-03,9.984810948371887207e-01,6.897457531892303286e-18,1.308045240115793435e-15,3.501122058935379755e-09
1.469746546689520983e-09,7.844234772846903070e-08,1.931656050391250545e-11,1.306682708673179150e-03,9.986932873725891113e-01,1.383922028014360033e-15,2.451187353203041104e-16,2.105649166139755835e-08
2.147729219359462149e-06,6.778888928238302469e-05,3.322501163083302345e-10,8.036289364099502563e-02,9.195660352706909180e-01,9.790494695342821796e-14,6.963237630811316969e-15,1.135434331445139833e-06
1.884591852564011510e-18,1.292732536143682831e-14,2.709908577917807815e-13,4.086624372234837210e-10,1.000000000000000000e+00,3.149761258568513968e-24,3.903658043720462453e-18,6.641847390239025758e-16
2.225249520154633015e-16,1.754147066317102155e-12,8.400296083732605723e-12,7.380078326235661734e-09,1.000000000000000000e+00,2.967491318982321495e-19,9.542894040990499278e-18,4.013465991839493263e-13
7.087177511522213535e-10,1.520688499567768304e-07,1.514012387682228677e-10,1.488129142671823502e-03,9.985117316246032715e-01,1.776558697939493005e-16,7.151711461300463372e-16,1.676490590796220204e-08
1.267561128770466894e-05,8.906315633794292808e-05,1.037853570445834706e-11,1.450668275356292725e-01,8.548310995101928711e-01,2.632122526934153189e-14,1.645934094313822316e-14,2.578003943654039176e-07
5.031068551264648347e-20,8.575477601516310472e-15,5.520587459395542851e-12,1.027939261488697298e-10,1.000000000000000000e+00,7.840307499576863934e-27,6.389244380984623507e-19,7.155925450213053516e-16
9.865446999719019528e-17,5.709269862430588205e-13,1.679974076518320203e-10,1.035199019838728418e-07,9.999998807907104492e-01,3.078574187001827519e-21,2.253575162178653873e-17,1.393462710670700933e-13
6.588725630308745243e-24,2.392888828300606188e-15,1.430245760150258838e-13,1.756123763389186992e-14,1.000000000000000000e+00,6.028419334689229123e-32,6.349460394331739719e-22,2.209574282110630630e-17
1.176203134889419744e-09,9.017102087227613083e-08,8.038291386680551653e-12,2.491732826456427574e-03,9.975081682205200195e-01,4.071447825946026373e-16,2.542701057522191730e-16,3.042366580885413896e-09
7.400789459107203713e-23,2.200173162690728657e-15,1.128330894971558973e-14,6.117592547041092801e-15,1.000000000000000000e+00,1.124933400057543867e-33,3.132833882842003307e-21,8.879424052190291523e-19
6.472211276035283456e-14,2.110405461497322221e-10,2.102654994562414004e-10,5.735520608141086996e-05,9.999426603317260742e-01,7.267240508024373631e-20,1.120612810165516593e-16,1.427636047574010192e-11
1.351543019576165661e-22,3.889928506530752200e-15,1.164351275985409107e-12,1.217773711731373609e-13,1.000000000000000000e+00,3.873052821882508849e-28,6.135476080396052324e-21,2.951813735881282522e-16
4.771358419475291157e-09,8.790551220272391220e-08,1.762310956887613855e-11,1.013132408261299133e-01,8.986866474151611328e-01,8.454820299278777151e-16,8.642712588710074273e-17,7.104504540222933429e-09
2.072420688970519689e-15,2.527755088577166021e-11,1.096351412432916561e-10,4.190764002487412654e-07,9.999995231628417969e-01,2.767928640209437287e-17,9.271470439412861754e-18,1.092955934089978598e-11
1.850054211525531747e-15,5.542903289135203693e-11,7.031262291151696431e-12,3.533662038535112515e-07,9.999996423721313477e-01,8.843849178931145219e-21,1.732197473181223286e-18,1.172113946699970821e-12
7.912133985554254330e-30,7.590111693474300687e-18,4.019285485646187427e-18,3.770211683834273296e-19,1.000000000000000000e+00,6.771074179617516087e-42,3.306857583032168228e-24,6.518131730077965250e-23
9.028039787816876261e-17,2.347070671496198635e-12,2.931714116263806069e-13,8.466778211868586368e-08,9.999998807907104492e-01,6.104888270164258987e-22,2.651924887973667799e-20,1.440740295078832278e-13
1.765279950987192191e-31,9.064996232352275410e-18,4.850974852923088517e-19,5.967295479241746680e-21,1.000000000000000000e+00,3.363116314379560970e-44,3.817306055492561218e-25,7.100320544461934615e-23
1.840131152527382520e-22,2.511823689039897889e-15,9.038380395683109914e-13,4.004150730061405150e-14,1.000000000000000000e+00,2.705309594293159285e-30,5.009518678772116347e-22,6.485288570062339316e-17
1.172753171464566860e-32,4.022291459992205129e-18,2.118692341120220442e-19,4.429865705099634238e-22,1.000000000000000000e+00,1.401298464324817071e-45,7.580936659139203944e-26,4.004186010787299768e-23
2.300969949428376404e-25,1.495353023873925886e-16,7.637148563294920978e-14,2.212291239550622304e-16,1.000000000000000000e+00,1.707666908391438248e-33,5.803674292171226748e-23,5.371219242442775515e-19
