Epoch,UnsupervisedLoss
1,0.14143502712249756
2,0.11701720952987671
3,0.06182628870010376
4,-0.0019074082374572754
5,-0.017968952655792236
6,-0.028875291347503662
7,-0.03674131631851196
8,-0.04807782173156738
9,-0.061907827854156494
10,-0.07195746898651123
11,-0.08153891563415527
12,-0.09301137924194336
13,-0.10541403293609619
14,-0.11820143461227417
15,-0.13146907091140747
16,-0.1421564221382141
17,-0.14520251750946045
18,-0.14370501041412354
19,-0.14531254768371582
20,-0.14911621809005737
21,-0.15168774127960205
22,-0.154041588306427
23,-0.15757989883422852
24,-0.1613832712173462
25,-0.16375094652175903
26,-0.16401761770248413
27,-0.16371029615402222
28,-0.16510272026062012
29,-0.1676843762397766
30,-0.16939771175384521
31,-0.16990506649017334
32,-0.17032843828201294
33,-0.17116308212280273
34,-0.17204439640045166
35,-0.17269539833068848
36,-0.17329907417297363
37,-0.17415493726730347
38,-0.17527741193771362
39,-0.17636418342590332
40,-0.1771165132522583
41,-0.17759907245635986
42,-0.17813009023666382
43,-0.1788492202758789
44,-0.17962706089019775
45,-0.1803179383277893
46,-0.1809375286102295
47,-0.18159180879592896
48,-0.18228721618652344
49,-0.1829013228416443
50,-0.1833452582359314
51,-0.18368643522262573
52,-0.1840776801109314
53,-0.18454521894454956
54,-0.18500661849975586
55,-0.18538373708724976
56,-0.1856864094734192
57,-0.1859722137451172
58,-0.18627727031707764
59,-0.18659108877182007
60,-0.1869138479232788
61,-0.18729168176651
62,-0.18780291080474854
63,-0.18853718042373657
64,-0.18965572118759155
65,-0.19150108098983765
66,-0.1947224736213684
67,-0.2005661129951477
68,-0.21097064018249512
69,-0.22292065620422363
70,-0.21101617813110352
71,-0.22945594787597656
72,-0.22881275415420532
73,-0.2221021056175232
74,-0.22700589895248413
75,-0.23855113983154297
76,-0.235459566116333
77,-0.23557645082473755
78,-0.2461443543434143
79,-0.24534690380096436
80,-0.24393314123153687
81,-0.24872291088104248
82,-0.25468766689300537
83,-0.2542805075645447
84,-0.25453323125839233
85,-0.25952786207199097
86,-0.2608683705329895
87,-0.2600085139274597
88,-0.2618405222892761
89,-0.26529818773269653
90,-0.266177773475647
91,-0.2657043933868408
92,-0.26766812801361084
93,-0.26936769485473633
94,-0.26923203468322754
95,-0.2696702480316162
96,-0.27131688594818115
97,-0.2722455859184265
98,-0.2720162868499756
99,-0.2725651264190674
100,-0.27374929189682007
101,-0.2741554379463196
102,-0.2742460370063782
103,-0.27484363317489624
104,-0.2755219340324402
105,-0.275689959526062
106,-0.27582675218582153
107,-0.27641600370407104
108,-0.27695488929748535
109,-0.27711373567581177
110,-0.2773059606552124
111,-0.27775418758392334
112,-0.2781302332878113
113,-0.2782917022705078
114,-0.27852505445480347
115,-0.2788923382759094
116,-0.27916109561920166
117,-0.2793346047401428
118,-0.2795976996421814
119,-0.27993088960647583
120,-0.2801724076271057
121,-0.28034543991088867
122,-0.2805856466293335
123,-0.28086626529693604
124,-0.2810906767845154
125,-0.2812872529029846
126,-0.2815244793891907
127,-0.28177201747894287
128,-0.2819861173629761
129,-0.28220468759536743
130,-0.28247034549713135
131,-0.282753586769104
132,-0.28305113315582275
133,-0.28344815969467163
134,-0.28409135341644287
135,-0.285236656665802
136,-0.2874991297721863
137,-0.2923009395599365
138,-0.30281931161880493
139,-0.3199869394302368
140,-0.2940870523452759
