8.929423811496671834e-18,9.999994039535522461e-01,1.640983716132712964e-15,6.476689122791867703e-07,2.860501731282696827e-17,7.793728856730908205e-11,1.052469569828851093e-11,1.171675183786912004e-24,7.502857042867512095e-17,3.342065139429778579e-21,1.924859360444286516e-12
2.058062875676114345e-08,1.537842955440282822e-02,2.589374332728766603e-07,4.909831829991162522e-08,6.421511933307755271e-11,1.060129870893433690e-04,9.845151901245117188e-01,8.766568699292384883e-20,1.465738502792746090e-10,1.849916932424277294e-19,4.873040304609332907e-10
9.976849555969238281e-01,1.089811796362027962e-09,1.795361108832864362e-16,1.763020285316940772e-10,2.313821809366345406e-03,1.092835987037688028e-06,2.953337986492943212e-13,4.436735284311975683e-16,1.143364229960752709e-07,1.312897152105918508e-10,4.771683492776901403e-09
7.674783830680098617e-08,1.974496431648731232e-02,5.348640479496680200e-05,9.893060450849588960e-07,1.222987267013309065e-09,3.158337250351905823e-02,9.486169219017028809e-01,1.559374421005366076e-17,1.798957782739307731e-07,3.426091934507872349e-18,6.353750858778539623e-09
4.581876783049665391e-05,9.147998094558715820e-01,1.804508618079125881e-03,2.520097419619560242e-02,3.984956720159971155e-08,2.799069443426560611e-05,5.811874195933341980e-02,1.322024900576174167e-13,6.790816797774823499e-08,1.328165237228398458e-15,2.102168764395173639e-06
1.056219556261339676e-08,9.469193816184997559e-01,3.717974261796541668e-10,5.914631765335798264e-03,3.794412251068024489e-08,4.716151952743530273e-02,4.188092134427279234e-06,9.400482159958062247e-17,3.328084403619868681e-07,4.009010191961120961e-13,7.277278335493519990e-09
8.816585364002094138e-07,2.997906674832460580e-15,5.550203786697238684e-05,9.081515017896890640e-04,4.723754955193726346e-06,2.912531209574053564e-21,1.052219515188059367e-23,9.956555366516113281e-01,8.969833231731172418e-08,2.335327371838502586e-05,3.351806197315454483e-03
9.909885525703430176e-01,1.335582311412508716e-08,5.803122248010514003e-15,3.943240881199017167e-05,7.940998300909996033e-03,1.802507783889200011e-17,6.994449339079759844e-17,4.498835678989898668e-11,1.108982505826361376e-08,1.314959627052303404e-05,1.017848378978669643e-03
1.697706686343281035e-08,2.694088779389858246e-02,3.607258491911125020e-08,1.371105184944099165e-08,2.887269590079455384e-11,5.579348453466081992e-06,9.730534553527832031e-01,2.883958137472420208e-21,2.028933661704646063e-12,1.275329135417071861e-20,2.693681944165859932e-10
4.305185186126436747e-08,8.048807280391923058e-12,9.291715105064213276e-04,2.118641132256016135e-04,2.882005833089351654e-02,9.407351200113600598e-16,4.984078471118036369e-13,1.036983449012041092e-03,9.399216622114181519e-03,2.436086215311661363e-04,9.593589901924133301e-01
5.156523125160461518e-11,5.510530318133533001e-04,6.749133890648906231e-11,4.829538158279689242e-11,1.777604485050238159e-13,2.261819957993793651e-07,9.994487166404724121e-01,5.200813269297566301e-26,3.009442840057590524e-15,2.242731159112883952e-24,5.442619553826244516e-13
1.854244619607925415e-04,1.014165418311563371e-09,9.565442055463790894e-02,1.595752313733100891e-02,7.447079497069353238e-06,6.301501611098367372e-15,1.192573482680337680e-18,8.755642175674438477e-01,1.185289602290140465e-05,7.354574904638866428e-07,1.261841971427202225e-02
1.361666113197657069e-09,3.277104580774903297e-03,1.352892686767859232e-09,1.658187045450176811e-07,1.413914883612032991e-12,1.780708061005498166e-07,9.967225193977355957e-01,3.137272683248824347e-23,1.129088955578033682e-13,3.746570039997553397e-22,1.290288015320939508e-11
3.118559577242052683e-11,7.682917639613151550e-04,5.650288917302681568e-11,3.189628769439956102e-11,6.421918525385469922e-14,1.856008822187504848e-07,9.992315769195556641e-01,1.044989095929905894e-26,1.405910156292134415e-15,3.420721026534670427e-25,2.794538688996595077e-13
1.568210166169592412e-07,1.297695551016886384e-08,4.077761927172215148e-16,5.119990673847496510e-04,1.990275222851778381e-06,1.894496456578902899e-26,1.695701345723159281e-14,3.490671165700806049e-19,5.146504848397822143e-15,3.020161161090828550e-13,9.994858503341674805e-01
6.851592904144609975e-11,2.273818466846933006e-09,1.285668111956992515e-15,3.787005865146797490e-12,7.082086540322052315e-06,9.168984829469073008e-19,4.896448372627981716e-13,5.471331231769449206e-20,3.887837288063099739e-16,1.127908855723391834e-12,9.999929666519165039e-01
7.107973942765966058e-07,1.014679128275020048e-05,2.071096503186709015e-07,4.848397949785976380e-08,1.782419616347397096e-07,9.965793490409851074e-01,3.388343378901481628e-03,3.570344669597599191e-15,2.102269718307070434e-05,3.708864541440010099e-14,2.086999906225628365e-09
1.408169691963223613e-09,3.420746652409434319e-04,6.474112979049095884e-08,1.049603692848677383e-08,4.426708999361039787e-11,3.779902181122452021e-04,9.992799162864685059e-01,8.441674126666576552e-20,1.025877938154451385e-09,5.064115515335392849e-19,7.186066325326478932e-11
4.463458367354178336e-07,1.239390043367280189e-15,1.534712100692559034e-05,8.310762350447475910e-04,1.655873711570166051e-05,1.744125831204544222e-20,1.546812346909291838e-22,9.964402318000793457e-01,1.520657974651840050e-06,3.152127319481223822e-04,2.379567362368106842e-03
2.096554006791873093e-11,7.670436025364324450e-05,1.166607609126568690e-11,2.324304082534922600e-09,6.733126561722993508e-14,1.777164548855125759e-08,9.999232292175292969e-01,2.955335185579137989e-26,1.502116581957751475e-15,3.060874581135699716e-24,1.908943245447144998e-13
6.816631503170356154e-05,9.667554756731533416e-09,6.408093124628067017e-02,2.974831126630306244e-02,4.162649856880307198e-04,2.356418393745229878e-09,1.221610811640017058e-12,2.562496662139892578e-01,6.452916264533996582e-01,1.472160802222788334e-04,3.997771535068750381e-03
6.485722661018371582e-01,1.555051803588867188e-01,1.769752204418182373e-01,3.414096543565392494e-03,9.281047969125211239e-04,1.136880274862051010e-02,2.557403320224693744e-07,7.883181183387932833e-07,8.809295832179486752e-04,3.943582682630619729e-10,2.354294760152697563e-03
1.756011869247231516e-08,9.971126317977905273e-01,2.653056981216650456e-06,9.846061175267095678e-07,4.018410604267330655e-11,2.492631552740931511e-03,3.910661034751683474e-04,5.001094808221794811e-16,5.794527169200591743e-08,2.079722510022545784e-16,7.883381725193316925e-10
6.806863530073314905e-05,2.376735396683216095e-02,4.928390140435112698e-09,1.163871274911798537e-06,2.516384434159135708e-08,3.166942333336919546e-04,9.758466482162475586e-01,5.743436090898532307e-21,6.672112168315535996e-11,5.051390892574913056e-19,5.509301015393930356e-09
2.326223701238632202e-01,4.542809911072254181e-04,4.372684827558259713e-07,7.644120454788208008e-01,5.222856416366994381e-04,3.729314600187105810e-12,4.307288414828747136e-10,1.517056369415570316e-09,1.794277579847403103e-07,1.204112032304749391e-09,1.988392788916826248e-03
4.340298676019926916e-10,7.623152923770248890e-04,6.364852112028529518e-08,4.224799621255215243e-09,4.481060487948607118e-12,4.620749095920473337e-04,9.987755417823791504e-01,1.403726509244446647e-21,2.424154488256391460e-10,3.793460790484555219e-21,1.618830763883138957e-11
1.702942675763097213e-08,2.314962039235979319e-04,6.821893293817993253e-06,4.738666063985874644e-07,9.670077183443481772e-09,1.234107986092567444e-01,8.763458728790283203e-01,1.052604349542011607e-15,4.518255082075484097e-06,3.079587544243850457e-15,4.323373659076423792e-09
3.817590774751744576e-13,6.932134926152271765e-24,2.792303191171872055e-15,3.133188371481253820e-16,9.999998807907104492e-01,1.580075443015118146e-17,8.130526985628669834e-17,1.810804822332135605e-14,1.716336015533670434e-07,1.826055142327680930e-14,1.224869923370508484e-12
2.058062875676114345e-08,1.537842955440282822e-02,2.589374332728766603e-07,4.909831829991162522e-08,6.421511933307755271e-11,1.060129870893433690e-04,9.845151901245117188e-01,8.766568699292384883e-20,1.465738502792746090e-10,1.849916932424277294e-19,4.873040304609332907e-10
5.446208160719834268e-05,2.138482273206232520e-11,6.847531534731388092e-03,7.904177531599998474e-03,8.189831532945390791e-06,8.276088935869831305e-17,6.671891479306110217e-20,9.746637344360351562e-01,3.089597385041997768e-06,4.854656708630500361e-06,1.051398180425167084e-02
1.005480074200981733e-10,1.907282130559906363e-04,5.529515734181700282e-11,1.062437249288450403e-08,3.062884418748162974e-13,4.035321410356118577e-08,9.998092055320739746e-01,6.429468320002851175e-25,8.815282793279369949e-15,4.096578662184233024e-23,1.026664538973653951e-12
1.283497695112600923e-04,3.264019824200659059e-06,9.869906306266784668e-01,6.422571372240781784e-03,1.490326121711404994e-05,1.579195796352905745e-08,1.644435564281121476e-12,4.744474776089191437e-03,9.641829528845846653e-04,1.721740616744682484e-08,7.314318791031837463e-04
2.326223701238632202e-01,4.542809911072254181e-04,4.372684827558259713e-07,7.644120454788208008e-01,5.222856416366994381e-04,3.729314600187105810e-12,4.307288414828747136e-10,1.517056369415570316e-09,1.794277579847403103e-07,1.204112032304749391e-09,1.988392788916826248e-03
8.429778739809989929e-03,1.139665022492408752e-01,6.861885776743292809e-05,5.816392228007316589e-02,2.756807371042668819e-04,2.297718673944473267e-01,5.867939591407775879e-01,5.752479655812825499e-12,2.507312223315238953e-03,9.598746797401247477e-11,2.234326166217215359e-05
8.079506158828735352e-01,7.449065451510250568e-04,1.552826613187789917e-01,7.232624106109142303e-03,4.113335162401199341e-03,5.023570338380523026e-06,8.844606470825855382e-12,4.924417007714509964e-03,3.930144477635622025e-03,3.905506673618219793e-07,1.581594347953796387e-02
2.052205627656178422e-12,2.065615808533038944e-05,2.748277994069070473e-11,7.148877601004244298e-10,1.400393863371096614e-11,7.428246817653416656e-07,9.999785423278808594e-01,1.009317255693046749e-24,4.303712148077476832e-15,7.249630456803650138e-23,5.089923166105847496e-13
1.402921182003247225e-11,3.087056651973618671e-12,4.150848959119440504e-16,1.490396239582636451e-12,3.618982646003132686e-06,1.041312613871946927e-22,2.162732574305885896e-18,2.578322300200032284e-17,3.395081959047218908e-16,3.820575453228336471e-11,9.999964237213134766e-01
2.667208454099068149e-09,1.328852476945030503e-06,1.025961804401731570e-08,4.293664035426303371e-10,4.814641463291025048e-10,1.401043755322461948e-05,9.999846220016479492e-01,1.443030815960374208e-21,8.607136531280090708e-11,2.791561376425715113e-20,2.056066601696660001e-11
5.280114419292658567e-05,4.865960800088942051e-04,2.568982541561126709e-01,7.243677973747253418e-01,1.648821495473384857e-02,4.777588765136897564e-05,8.912980774766765535e-06,1.368114908473216929e-06,1.421721390215680003e-05,1.975904106998882526e-09,1.634121406823396683e-03
6.218761205673217773e-01,1.222976279677823186e-04,2.806085285556036979e-05,2.803934694384224713e-05,2.278771065175533295e-02,1.536703556776046753e-01,9.681182966403412138e-09,2.002502270670447615e-07,2.013645470142364502e-01,1.427361837613716489e-07,1.224704901687800884e-04
1.722573360893875360e-04,2.926001343439565971e-06,9.902771711349487305e-01,3.891497617587447166e-03,3.604040784921380691e-06,5.033315431113294380e-10,4.476629434984821798e-14,4.905037581920623779e-03,2.405542545602656901e-05,2.368735652069631215e-09,7.234630174934864044e-04
4.978482036344100692e-12,2.831581903841444762e-24,7.673751217796009882e-11,8.811066800262778997e-05,6.430558860301971436e-03,9.514016286222062004e-29,1.227789187114952976e-23,9.685594588518142700e-03,1.317830104380846024e-02,9.701283574104309082e-01,4.890448180958628654e-04
1.408169691963223613e-09,3.420746652409434319e-04,6.474112979049095884e-08,1.049603692848677383e-08,4.426708999361039787e-11,3.779902181122452021e-04,9.992799162864685059e-01,8.441674126666576552e-20,1.025877938154451385e-09,5.064115515335392849e-19,7.186066325326478932e-11
1.887125872235273505e-12,5.891839828109368682e-05,1.099811214322343744e-11,5.525812012824316000e-12,8.447825501200351139e-15,3.321415249502024380e-07,9.999407529830932617e-01,1.423059813665012197e-27,2.324515270007054997e-15,7.760401898779401926e-26,1.976516315253893513e-14
