Image_Name,Num_TCN,Num_Run,Num_Epoch,Embedding_Dimension,Learning_Rate,Loss_Cutoff,Final_Loss
typistosmfish,11,3,2000,128,0.005,-0.6,-0.6897699236869812
typistosmfish,11,3,2000,256,0.005,-0.6,-0.691615879535675
typistosmfish,11,3,2500,128,0.005,-0.6,0
typistosmfish,11,3,2500,256,0.005,-0.6,0
typistosmfish,11,4,2500,256,0.005,-0.6,0
