18171.230469	24590.794922
19838.080078	6456.144531
11247.433594	36626.890625
19253.230469	7389.731445
19612.527344	10793.160156
18374.294922	26286.857422
18132.019531	2115.037109
4197.789062	39465.355469
20452.072266	6184.980957
3757.866455	46281.167969
19865.623047	8311.172852
18185.351562	2875.964355
20162.849609	10008.258789
19770.333984	7493.368652
2693.989502	32856.085938
12253.116211	20071.134766
13784.118164	32426.464844
19527.755859	6218.570801
19648.705078	15436.106445
19862.853516	9628.272461
1359.357300	36330.042969
8659.303711	35851.496094
10190.951172	30338.134766
14032.213867	28694.632812
5298.843750	36870.726562
19340.587891	7511.058105
14993.788086	30330.203125
8909.125000	43113.535156
19717.802734	6387.987305
2858.607178	44533.296875
20432.177734	9290.213867
693.237854	35159.140625
5280.604492	36870.195312
19085.964844	27355.824219
11204.079102	40474.382812
19350.898438	9761.881836
13106.237305	20447.455078
12959.750977	28200.171875
19145.406250	11503.702148
4284.538574	41108.644531
13987.632812	36954.246094
2276.580566	45376.191406
19584.992188	6383.097168
19600.275391	7779.645996
14078.665039	20070.031250
6898.498535	37144.871094
12681.794922	29283.869141
18527.742188	24763.673828
19673.886719	9450.066406
7699.199707	43542.003906
9629.835938	32022.142578
15135.166016	12878.325195
19618.332031	9121.472656
19997.607422	9890.234375
19076.437500	8711.977539
9921.757812	41871.007812
17883.451172	39286.304688
16436.380859	28542.064453
14537.885742	37777.105469
6437.620605	45215.097656
8667.989258	35860.996094
13592.798828	32650.369141
17911.666016	29505.960938
12959.750977	28200.171875
19226.197266	6821.618164
1355.373291	36097.730469
18460.585938	7924.181152
2342.539062	38931.160156
10716.990234	43654.132812
3518.929199	45751.398438
2783.417725	46250.800781
19659.796875	7962.253418
8009.143555	40652.226562
19538.685547	10010.494141
12824.213867	1349.511597
10241.322266	30568.660156
20575.796875	36862.570312
3551.948975	33796.722656
5002.108398	38313.703125
5950.140137	30493.279297
4503.353516	40929.593750
20310.291016	7655.411621
19448.462891	8294.509766
18452.835938	24291.796875
18386.683594	24722.689453
11851.830078	43454.390625
1335.529907	36207.460938
18996.976562	38691.632812
15492.741211	11871.764648
6703.529785	27688.847656
13106.237305	20447.455078
713.274048	36019.113281
2430.193848	45660.765625
20022.935547	9366.701172
20275.917969	9768.025391
19882.552734	6004.248047
713.274048	36019.113281
15936.396484	28541.919922
1359.503906	40071.070312
12832.135742	13389.449219
19228.191406	7636.378906
9280.056641	42805.496094
5002.108398	38313.703125
6893.049805	31963.343750
18213.785156	2078.751709
4592.151367	34199.652344
6057.637207	32693.976562
6721.871582	36074.109375
12942.833984	38886.109375
18370.937500	7266.516602
19542.517578	9308.741211
13252.637695	31563.875000
1876.456665	36775.746094
19672.306641	7355.952637
1496.266846	37761.933594
19555.535156	5931.058105
20038.490234	9072.821289
33.126083	35980.398438
19919.322266	8767.723633
2074.549072	34267.695312
20119.642578	9696.911133
14342.003906	27532.929688
0.000000	35517.632812
4082.447754	41511.015625
19342.501953	10949.528320
19811.113281	8519.775391
1005.468933	44609.621094
1005.468933	44609.621094
9945.458008	38609.496094
10250.759766	31080.656250
19629.732422	8809.762695
15605.380859	29312.863281
5793.366211	31554.095703
18921.941406	6466.847168
19402.302734	10034.364258
16622.707031	28840.742188
17354.087891	22968.226562
20199.111328	8427.789062
20204.853516	6197.479980
12499.736328	37853.359375
13681.238281	30562.449219
12358.726562	33802.632812
20201.595703	9179.310547
3823.790283	45174.425781
11423.317383	28857.232422
20054.261719	10376.164062
17566.224609	25440.638672
10956.437500	30242.675781
19067.917969	8276.796875
13252.637695	31563.875000
19291.750000	5667.301758
9476.431641	33206.039062
12824.213867	1349.511597
18700.421875	8429.122070
9297.872070	31276.361328
19369.683594	7812.343262
12436.039062	28826.894531
6079.791992	45397.378906
403.261017	37426.566406
19783.777344	5078.512695
7546.689941	32467.376953
7782.165039	38885.550781
18300.820312	3083.758057
4703.824219	37976.816406
4707.203125	37976.449219
566.953857	34516.675781
10346.142578	33854.675781
13418.467773	26219.429688
1490.385864	36297.074219
6559.063477	26013.025391
16953.384766	27901.146484
3987.313965	38306.871094
6408.280273	42995.062500
9782.970703	38868.675781
4076.853516	44235.125000
9069.073242	23565.636719
4714.204590	32037.759766
11514.525391	27171.253906
20809.416016	34629.093750
16081.239258	26744.701172
999.702942	29178.138672
1681.868896	37321.687500
18842.423828	26948.404297
18586.986328	22602.205078
7461.838379	42949.105469
1040.113403	44720.304688
5883.769531	44115.828125
14093.564453	31575.937500
11504.593750	19746.519531
2076.057861	29081.853516
3919.703857	33218.355469
3987.559082	38428.230469
19380.238281	37035.449219
2402.820557	32537.585938
13250.991211	11058.383789
17700.521484	27421.710938
21814.609375	31436.367188
2559.702881	34706.433594
8338.295898	33181.683594
3413.475098	44882.664062
12707.157227	31244.791016
6999.640625	42640.542969
10009.912109	25219.833984
10275.357422	42544.152344
13394.418945	25294.978516
12686.526367	37851.652344
4725.781250	28022.335938
11262.309570	28885.949219
3341.617432	45266.320312
7867.042480	25857.285156
6769.721191	43848.500000
1397.709229	34630.546875
4709.118652	32040.837891
3376.954346	28725.083984
7428.325195	39071.722656
1040.113403	44720.304688
1326.026245	46286.742188
3138.907959	28701.421875
13874.817383	29543.250000
12688.647461	37851.449219
4714.762695	35892.199219
14593.220703	27587.777344
15109.280273	29349.632812
13158.969727	28998.332031
20369.152344	34804.898438
6784.786133	43194.417969
17712.556641	2726.302490
4725.781250	28022.335938
14728.688477	24068.613281
1120.429443	29299.308594
19324.539062	29058.449219
9262.868164	23873.439453
1069.860107	33922.789062
17110.015625	24259.632812
