Epoch,UnsupervisedLoss
1,0.17735397815704346
2,0.17419052124023438
3,0.17165511846542358
4,0.1695290207862854
5,0.1671881079673767
6,0.16471076011657715
7,0.162483811378479
8,0.1606348752975464
9,0.15888935327529907
10,0.15717315673828125
11,0.15569829940795898
12,0.1544821858406067
13,0.15333962440490723
14,0.15224486589431763
15,0.15130656957626343
16,0.15051013231277466
17,0.1497194766998291
18,0.14883530139923096
19,0.14784455299377441
20,0.14670580625534058
21,0.14526677131652832
22,0.14339345693588257
23,0.14113986492156982
24,0.13897055387496948
25,0.13779020309448242
26,0.13745194673538208
27,0.13612818717956543
28,0.13401281833648682
29,0.13238054513931274
30,0.131195068359375
31,0.12999022006988525
32,0.12883734703063965
33,0.12773579359054565
34,0.12656599283218384
35,0.12535983324050903
36,0.12420040369033813
37,0.1231890320777893
38,0.12243729829788208
39,0.12176114320755005
40,0.12086784839630127
41,0.11985224485397339
42,0.11899852752685547
43,0.11834275722503662
44,0.11771166324615479
45,0.11702090501785278
46,0.11630326509475708
47,0.11558151245117188
48,0.11484944820404053
49,0.11414718627929688
50,0.11351263523101807
51,0.1128883957862854
52,0.1121833324432373
53,0.11142909526824951
54,0.11070382595062256
55,0.1100277304649353
56,0.10937809944152832
57,0.10877132415771484
58,0.10821491479873657
59,0.10768938064575195
60,0.10716754198074341
61,0.1066388487815857
62,0.10607361793518066
63,0.10540151596069336
64,0.10464292764663696
65,0.10390949249267578
66,0.10325455665588379
67,0.1026146411895752
68,0.10195058584213257
69,0.1013060212135315
70,0.10070735216140747
71,0.10010802745819092
72,0.09944713115692139
73,0.09871476888656616
74,0.09794890880584717
75,0.09717690944671631
76,0.0964156985282898
77,0.0956682562828064
78,0.09489059448242188
79,0.0940733551979065
80,0.09327149391174316
81,0.09251385927200317
82,0.09175372123718262
83,0.09094619750976562
84,0.09009212255477905
85,0.08921515941619873
86,0.08833646774291992
87,0.08747243881225586
88,0.08660769462585449
89,0.08573633432388306
90,0.08486181497573853
91,0.0839693546295166
92,0.0830545425415039
93,0.082119882106781
94,0.0811566710472107
95,0.08017438650131226
96,0.07918411493301392
97,0.07818078994750977
98,0.07716739177703857
99,0.07614755630493164
100,0.0751032829284668
101,0.07404166460037231
102,0.0729607343673706
103,0.07186329364776611
104,0.0707402229309082
105,0.06959289312362671
106,0.06842857599258423
107,0.06723791360855103
108,0.06602364778518677
109,0.06478196382522583
110,0.06351113319396973
111,0.06221818923950195
112,0.0609014630317688
113,0.05956125259399414
114,0.05819511413574219
115,0.05680656433105469
116,0.05539137125015259
117,0.053952932357788086
118,0.052487194538116455
119,0.050991714000701904
120,0.04946523904800415
121,0.047910332679748535
122,0.04632401466369629
123,0.044704437255859375
124,0.0430530309677124
125,0.04136502742767334
126,0.03964298963546753
127,0.037886083126068115
128,0.03609496355056763
129,0.034270405769348145
130,0.03240931034088135
131,0.03051072359085083
132,0.028576374053955078
133,0.026602983474731445
134,0.024592041969299316
135,0.022539377212524414
136,0.020444273948669434
137,0.018308937549591064
138,0.016134679317474365
139,0.013917624950408936
140,0.011657536029815674
141,0.009360969066619873
142,0.007025539875030518
143,0.004658639430999756
144,0.002263665199279785
145,-0.0001569986343383789
146,-0.0025939345359802246
147,-0.005038201808929443
148,-0.0074814558029174805
149,-0.009904205799102783
150,-0.012292861938476562
151,-0.014768540859222412
152,-0.017133057117462158
153,-0.019479036331176758
154,-0.021908044815063477
155,-0.02419447898864746
156,-0.026568353176116943
157,-0.02893620729446411
158,-0.03123652935028076
159,-0.033634185791015625
160,-0.035931527614593506
161,-0.03827083110809326
162,-0.04059094190597534
163,-0.04287374019622803
164,-0.0452083945274353
165,-0.047479331493377686
166,-0.04978609085083008
167,-0.05206716060638428
168,-0.05433094501495361
169,-0.056614577770233154
170,-0.05885404348373413
171,-0.06111609935760498
172,-0.06335395574569702
173,-0.06557875871658325
174,-0.06780904531478882
175,-0.07001388072967529
176,-0.07223296165466309
177,-0.07444244623184204
178,-0.07664340734481812
179,-0.07884472608566284
180,-0.08102542161941528
181,-0.08321046829223633
182,-0.08540821075439453
183,-0.08763480186462402
184,-0.08985942602157593
185,-0.0920596718788147
186,-0.09428483247756958
187,-0.09655845165252686
188,-0.09887504577636719
189,-0.10121726989746094
190,-0.10361588001251221
