x_coordinate,y_coordinate,Cell_Type,TCN_Label
-2995.0635,3659.252262,NULL,3
-2994.107724,3636.896864,NULL,3
-2982.293965,3801.599629,NULL,1
-2981.460522,3707.245007,NULL,1
-2975.387626,3724.490063,NULL,1
-2971.71703,3736.373824,NULL,1
-2957.803784,3783.763261,NULL,1
-2956.031492,3775.322121,NULL,1
-2952.543845,3680.039797,NULL,1
-2954.08651,3761.858226,NULL,1
-2942.573152,3693.19986,NULL,1
-2941.283159,3717.880191,NULL,1
-2924.320106,3734.206804,NULL,1
-2921.232651,3631.858571,NULL,3
-2919.326575,3728.357165,NULL,1
-2913.795332,3800.562161,NULL,1
-2909.649584,3791.267113,NULL,1
-2909.524406,3755.134083,NULL,1
-2906.182309,3651.975769,NULL,1
-2901.731239,3633.238113,NULL,3
-2895.80512,3708.918575,NULL,1
-2893.783563,3632.57759,NULL,3
-2890.973304,3768.354363,NULL,1
-2885.738418,3656.499904,NULL,1
-2864.678655,3647.152794,NULL,2
-2860.26603,3794.894621,NULL,1
-2852.149726,3620.936713,NULL,2
-2847.813849,3804.514555,NULL,1
-2998.677808,3680.668377,NULL,1
-2970.444289,3759.101101,NULL,1
-2962.886976,3789.219089,NULL,1
-2929.019032,3782.323564,NULL,1
-2906.421588,3745.2347,NULL,1
-2873.269441,3727.668191,NULL,1
-2867.465451,3732.946113,NULL,1
-2987.408398,3692.429839,NULL,1
-2966.479346,3696.190391,NULL,1
-2944.604081,3798.948549,NULL,1
-2944.827091,3738.139051,NULL,1
-2919.844901,3672.836715,NULL,1
-2876.979092,3641.318865,NULL,2
-2850.814092,3626.193626,NULL,2
-2850.813103,3806.51168,NULL,1
-2980.720269,3739.919126,NULL,1
-2889.205406,3758.963368,NULL,1
-2870.153308,3676.155387,NULL,2
-2859.890433,3621.977629,NULL,2
-3016.951076,3681.523015,NULL,1
-2959.645375,3658.25377,NULL,1
-2947.096655,3711.356376,NULL,1
-2926.07897,3766.209078,NULL,1
-2869.330844,3668.590455,NULL,2
-2865.023294,3772.357728,NULL,1
-3025.732277,3851.931896,NULL,4
-3019.833327,3869.226631,NULL,4
-3009.277568,3996.527,NULL,7
-3007.132576,3897.451682,NULL,4
-3005.473043,3906.043529,NULL,4
-2992.251031,3849.979918,NULL,4
-2990.722622,3886.885231,NULL,1
-2987.253505,3915.733659,NULL,4
-2986.096803,4002.011758,NULL,7
-2968.146755,3891.125517,NULL,4
-2965.992366,4004.76862,NULL,7
-2963.325218,3975.288257,NULL,7
-2956.981804,3955.224497,NULL,4
-2954.543265,3924.323612,NULL,4
-2946.200159,3950.864045,NULL,7
-2932.016877,3986.709491,NULL,7
-2922.98543,3923.325592,NULL,4
-2924.764343,3850.659291,NULL,4
-2921.716174,3828.224288,NULL,4
-2914.559087,3922.557977,NULL,4
-2916.769962,3882.783926,NULL,4
-2909.183945,3904.820657,NULL,4
-2907.406593,3949.510786,NULL,7
-2908.638578,3979.868829,NULL,7
-2904.906559,3862.313155,NULL,4
-2889.258942,3868.020462,NULL,4
-2886.256158,3875.019641,NULL,4
-2872.651875,3849.984157,NULL,1
-2868.865291,3940.72464,NULL,4
-2858.515815,3859.665588,NULL,4
-2851.702558,3996.590892,NULL,7
-2849.4454,3902.290671,NULL,4
-2849.062855,3886.646779,NULL,4
-2980.30224,3913.345025,NULL,4
-2969.623416,3967.167773,NULL,7
-2949.80623,4002.807658,NULL,7
-2945.170386,3890.002735,NULL,4
-2945.775108,3933.676386,NULL,4
-2857.780778,3929.522991,NULL,4
-2979.859064,3867.108201,NULL,4
-2973.617293,3953.254772,NULL,7
-2966.767588,3902.178035,NULL,4
-2939.892179,3841.332755,NULL,4
-2930.225811,3962.593893,NULL,1
-2858.585262,3883.919983,NULL,4
-3026.168443,3974.725075,NULL,7
-3027.026142,3984.395071,NULL,7
-2997.148342,3941.676495,NULL,7
-2995.419689,3832.512694,NULL,4
-2959.054804,3964.416958,NULL,4
-2916.809889,4006.019854,NULL,7
-2876.470373,3831.662506,NULL,6
-3033.813912,4136.290706,NULL,7
-3028.042789,4031.903564,NULL,7
-3023.926375,4193.730961,NULL,7
-3016.480588,4070.623181,NULL,7
-3014.166086,4202.983057,NULL,7
-3014.923616,4081.295655,NULL,7
-3015.818224,4175.446976,NULL,7
-3001.170178,4134.731934,NULL,7
-2996.947149,4040.874292,NULL,7
-2997.438171,4165.690005,NULL,7
-3000.413001,4063.344363,NULL,7
-2991.843342,4022.544097,NULL,7
-2988.961156,4124.935998,NULL,7
-2985.19862,4157.715946,NULL,7
-2986.893841,4114.693089,NULL,7
-2986.694977,4207.696178,NULL,7
-2981.186739,4046.505323,NULL,7
-2974.2812,4110.95678,NULL,7
-2973.867539,4160.518352,NULL,7
-2969.819458,4188.110305,NULL,7
-2966.561761,4063.709486,NULL,7
-2959.856452,4099.622987,NULL,7
-2957.011139,4139.426738,NULL,7
-2954.266446,4205.26201,NULL,7
-2950.293763,4047.865505,NULL,7
-2944.002464,4135.8088,NULL,7
-2946.563829,4062.236348,NULL,7
-2937.741729,4163.461748,NULL,7
-2939.841513,4185.242685,NULL,7
-2936.839016,4132.935772,NULL,7
-2937.452848,4057.720908,NULL,7
-2932.069661,4034.870125,NULL,7
-2917.349245,4166.20726,NULL,7
-2917.551257,4102.128757,NULL,7
-2913.55963,4183.872573,NULL,7
-2912.462694,4209.647193,NULL,7
-2903.262282,4180.93061,NULL,7
-2907.022453,4050.271518,NULL,7
-2900.161821,4141.189536,NULL,7
-2903.971484,4193.22333,NULL,7
-2898.531371,4081.05446,NULL,7
-2899.764959,4104.571985,NULL,7
-2881.471741,4064.997558,NULL,7
-2870.503681,4119.321295,NULL,7
-2864.101875,4027.882607,NULL,7
-2858.23984,4167.35191,NULL,7
-2855.928749,4031.329437,NULL,7
-2856.954746,4139.418598,NULL,7
-2850.117893,4073.939278,NULL,7
-3014.760719,4030.151175,NULL,7
-3003.286798,4117.469672,NULL,7
-2974.138274,4168.288739,NULL,7
-2954.784132,4087.932366,NULL,7
-2929.496245,4155.726081,NULL,7
-2965.791655,4130.690415,NULL,7
-2875.383998,4185.356313,NULL,7
-2864.637094,4082.618887,NULL,7
-3008.32912,4109.113712,NULL,7
-2876.040576,4178.456069,NULL,7
-2864.103628,4108.712117,NULL,7
-3007.953463,4123.825746,NULL,7
-2919.379388,4126.747311,NULL,7
-2867.35914,4051.524111,NULL,7
-2845.009953,4191.947317,NULL,7
-2875.183815,4166.797746,NULL,7
-3024.617061,4335.306013,NULL,7
-3019.498419,4405.095138,NULL,7
-3004.396813,4318.84495,NULL,7
-3001.464017,4402.870216,NULL,7
-2996.818461,4260.690773,NULL,7
-2989.444624,4357.583398,NULL,7
-2988.942963,4391.373332,NULL,7
-2984.49449,4336.00899,NULL,7
-2979.345065,4244.087667,NULL,7
-2976.119629,4381.60996,NULL,7
-2964.020651,4329.559082,NULL,7
-2959.327684,4227.022969,NULL,7
-2955.478624,4256.560111,NULL,7
-2946.797622,4272.127839,NULL,7
-2941.354324,4274.848604,NULL,7
-2934.239306,4307.602337,NULL,7
-2926.869229,4268.373217,NULL,7
-2920.509705,4383.267886,NULL,7
-2916.09118,4248.328019,NULL,7
-2911.848093,4271.117752,NULL,7
-2908.531022,4222.542188,NULL,7
-2907.003457,4373.232968,NULL,7
-2902.264036,4341.380735,NULL,7
-2891.641405,4326.983311,NULL,7
-2887.042539,4311.760812,NULL,7
-2886.364444,4266.757699,NULL,7
-2885.13353,4401.386258,NULL,7
-2878.397417,4307.727078,NULL,7
-2870.995927,4353.937338,NULL,7
-2863.757618,4232.324622,NULL,7
-2860.030434,4330.708399,NULL,7
-2862.515534,4349.391197,NULL,7
-2851.504773,4377.003861,NULL,7
-3024.41939,4268.425909,NULL,7
-3003.594214,4287.627066,NULL,7
-2997.982094,4313.0572,NULL,7
-2953.564445,4362.090831,NULL,7
-2949.916827,4322.125046,NULL,7
-2899.640871,4245.236578,NULL,7
-2859.46638,4257.754964,NULL,7
-3024.421152,4359.031051,NULL,7
-2997.260934,4361.521052,NULL,7
-2900.964811,4408.068179,NULL,7
-2892.211916,4284.60055,NULL,7
-2887.298369,4385.638488,NULL,7
-2884.165422,4288.820538,NULL,7
-2859.182769,4395.966429,NULL,7
-2984.970465,4256.367521,NULL,7
-2968.981483,4265.363007,NULL,7
-2915.413715,4362.280903,NULL,7
-2894.816908,4223.297772,NULL,7
-3026.393406,4312.488487,NULL,7
-3000.345387,4410.941872,NULL,7
-2938.546439,4252.257215,NULL,7
-3030.676654,4451.090486,NULL,7
-3023.889257,4515.510471,NULL,7
-3022.328713,4482.251327,NULL,7
-3019.704109,4590.831597,NULL,7
-3021.398573,4562.380252,NULL,7
-3018.125078,4535.523507,NULL,7
-3007.01846,4577.481609,NULL,7
-2999.339374,4468.690199,NULL,7
-2993.733268,4591.969247,NULL,7
-2992.639538,4484.858969,NULL,7
-2983.675028,4553.899696,NULL,7
-2979.757664,4522.707922,NULL,7
-2975.987778,4446.501144,NULL,7
-2967.846951,4432.498855,NULL,7
-2966.625902,4473.657918,NULL,7
-2965.12557,4532.205586,NULL,7
-2962.339383,4462.707602,NULL,7
-2955.93741,4586.609015,NULL,7
-2953.317802,4572.657471,NULL,7
-2950.466652,4595.654223,NULL,7
-2941.31355,4428.231235,NULL,7
-2936.653207,4553.089874,NULL,7
-2927.398845,4604.616711,NULL,7
-2921.238387,4555.997955,NULL,7
-2922.237244,4491.862414,NULL,7
-2915.058426,4465.901528,NULL,7
-2911.272722,4529.45087,NULL,7
-2904.104171,4568.759948,NULL,7
-2900.946481,4504.921924,NULL,7
-2890.883714,4586.565749,NULL,7
-2880.908329,4515.082104,NULL,7
-2870.663429,4427.005176,NULL,7
-2873.339979,4521.803206,NULL,7
-2868.832153,4420.365665,NULL,7
-2866.23659,4474.65891,NULL,7
-2863.439533,4445.619718,NULL,7
-2854.68009,4586.762461,NULL,7
-2852.299585,4567.075446,NULL,7
-2852.391613,4459.546804,NULL,7
-2971.194414,4500.767216,NULL,7
-2969.533934,4586.057481,NULL,7
-2873.883871,4561.836521,NULL,7
-2864.240705,4554.406993,NULL,7
-2861.985097,4434.31283,NULL,7
-2857.311215,4501.355018,NULL,7
-3001.032819,4485.033529,NULL,7
-2996.239344,4552.58564,NULL,7
-2988.080081,4569.290252,NULL,7
-2982.760232,4459.399185,NULL,7
-2937.902642,4432.445088,NULL,7
-2937.096241,4532.084133,NULL,7
-2923.972339,4588.685441,NULL,7
-2906.652043,4510.721704,NULL,7
-2899.01954,4550.697073,NULL,7
-2855.360657,4528.180199,NULL,7
-2953.900642,4521.983252,NULL,7
-2942.784015,4538.10188,NULL,7
-2894.288507,4465.829927,NULL,7
-2869.010768,4543.434929,NULL,7
-3005.076264,4503.071484,NULL,7
-2977.793767,4442.816697,NULL,7
-2960.998602,4490.855498,NULL,7
-2954.922523,4551.836205,NULL,7
-2943.309636,4423.784045,NULL,7
-2896.932593,4519.950907,NULL,7
-2881.366434,4494.732318,NULL,7
-2847.227164,4596.376531,NULL,7
-2831.463012,4499.989966,NULL,7
-2826.119707,4463.255471,NULL,7
-2819.460172,4502.672213,NULL,7
-2817.026871,4582.805517,NULL,7
-2815.3487,4477.567688,NULL,7
-2813.317653,4598.43528,NULL,7
-2814.202194,4565.121984,NULL,7
-2812.272853,4537.639678,NULL,7
-2810.390231,4494.890515,NULL,7
-2806.799862,4431.38107,NULL,7
-2793.909452,4444.221961,NULL,7
-2789.949925,4594.340829,NULL,7
-2789.76686,4599.970118,NULL,7
-2789.23149,4429.92869,NULL,7
-2787.8214,4524.134497,NULL,7
-2785.649216,4462.305239,NULL,7
-2777.493667,4440.646041,NULL,7
-2770.000837,4522.464616,NULL,7
-2767.547944,4549.765789,NULL,7
-2759.309303,4581.155342,NULL,7
-2748.920818,4513.183976,NULL,7
-2746.265822,4535.733773,NULL,7
-2737.384365,4562.512039,NULL,7
-2730.712114,4469.747325,NULL,1
-2727.548157,4436.168081,NULL,1
-2721.491671,4493.960007,NULL,1
-2705.709586,4536.866798,NULL,1
-2700.426346,4456.594788,NULL,1
-2694.661385,4480.591298,NULL,8
-2691.701069,4424.059208,NULL,8
-2670.180196,4536.526078,NULL,8
-2662.578191,4464.097622,NULL,8
-2652.577315,4545.091597,NULL,8
-2778.831031,4510.955244,NULL,7
-2722.280767,4519.838812,NULL,1
-2721.078743,4442.294352,NULL,1
-2696.287446,4448.325096,NULL,8
-2658.626284,4537.640398,NULL,8
-2652.228644,4603.144283,NULL,8
-2647.736406,4478.351401,NULL,8
-2822.696168,4555.423971,NULL,7
-2811.037878,4514.350344,NULL,7
-2726.024896,4529.03423,NULL,1
-2696.29761,4473.058113,NULL,8
-2671.564601,4504.748191,NULL,8
-2659.73189,4588.072332,NULL,8
-2792.010393,4547.830192,NULL,7
-2727.428433,4597.291869,NULL,7
-2728.429955,4591.912034,NULL,1
-2686.017141,4443.648231,NULL,8
-2673.563985,4606.313836,NULL,8
-2832.370704,4510.785738,NULL,7
-2820.187638,4427.243045,NULL,7
-2814.505023,4484.159073,NULL,7
-2811.702735,4453.895569,NULL,7
-2761.290291,4540.093712,NULL,7
-2755.781563,4563.394785,NULL,7
-2694.412134,4575.335564,NULL,1
-2668.909929,4453.60095,NULL,8
-2820.76918,4367.991739,NULL,7
-2817.084561,4400.839456,NULL,7
-2815.561927,4337.971246,NULL,7
-2812.577679,4259.484323,NULL,7
-2812.663604,4224.551971,NULL,7
-2803.561454,4237.023508,NULL,7
-2800.451445,4388.601197,NULL,7
-2795.539854,4354.454242,NULL,7
-2792.945668,4309.979158,NULL,7
-2789.562496,4347.026023,NULL,7
-2788.971103,4242.988564,NULL,7
-2787.120666,4257.715822,NULL,7
-2785.789679,4226.397632,NULL,7
-2779.531993,4316.151567,NULL,7
-2768.908665,4386.199198,NULL,7
-2771.960138,4352.780195,NULL,7
-2764.233559,4250.334349,NULL,7
-2759.926097,4398.091171,NULL,1
-2756.876107,4223.943658,NULL,7
-2754.015649,4261.444336,NULL,7
-2746.520366,4322.813008,NULL,8
-2747.589396,4290.94051,NULL,7
-2743.902811,4271.851791,NULL,1
-2743.358634,4406.470453,NULL,1
-2738.030304,4301.739407,NULL,1
-2737.64548,4270.431745,NULL,1
-2724.070808,4285.819681,NULL,1
-2724.218623,4261.476086,NULL,1
-2715.517897,4237.357595,NULL,4
-2713.288423,4357.572138,NULL,8
-2707.250117,4245.186322,NULL,1
-2699.62077,4306.574411,NULL,1
-2691.101181,4279.167987,NULL,1
-2685.134753,4369.139811,NULL,8
-2671.140853,4238.46067,NULL,1
-2657.348264,4363.244555,NULL,8
-2658.130055,4348.428558,NULL,8
-2655.011125,4235.001212,NULL,1
-2656.242768,4262.012454,NULL,1
-2654.648864,4323.694756,NULL,8
-2653.902669,4394.809631,NULL,8
-2655.785087,4285.033679,NULL,1
-2647.223006,4280.102214,NULL,1
-2827.531488,4309.263971,NULL,7
-2828.888054,4340.282628,NULL,7
-2824.112864,4284.00369,NULL,7
-2811.250714,4307.444747,NULL,7
-2696.044068,4339.418094,NULL,8
-2780.207268,4407.925518,NULL,7
-2757.473322,4282.173356,NULL,7
-2740.164337,4369.69358,NULL,1
-2715.148293,4309.819334,NULL,1
-2696.183698,4368.529615,NULL,8
-2695.730548,4258.094669,NULL,1
-2676.648471,4256.20139,NULL,1
-2814.131589,4273.297238,NULL,7
-2791.073383,4296.892718,NULL,7
-2774.894202,4275.895948,NULL,7
-2768.477938,4261.250164,NULL,7
-2765.834815,4329.287654,NULL,4
-2755.105046,4244.611945,NULL,7
-2748.357744,4325.746287,NULL,8
-2666.877692,4377.788002,NULL,8
-2812.323273,4127.428964,NULL,7
-2812.452383,4164.727019,NULL,7
-2804.578145,4045.977123,NULL,4
-2806.085993,4195.749638,NULL,7
-2793.577659,4031.321841,NULL,7
-2783.411537,4103.537578,NULL,7
-2776.97195,4126.439949,NULL,7
-2771.906508,4045.601019,NULL,4
-2769.106194,4137.134895,NULL,4
-2767.078473,4098.141074,NULL,4
-2762.205388,4058.18338,NULL,4
-2754.684568,4077.067019,NULL,4
-2749.775189,4201.807975,NULL,7
-2750.365553,4024.539568,NULL,4
-2746.637886,4177.6727,NULL,4
-2740.065421,4159.266218,NULL,4
-2741.085214,4027.817125,NULL,4
-2733.938946,4117.916387,NULL,4
-2731.453828,4182.817972,NULL,4
-2730.449794,4082.91832,NULL,4
-2726.800115,4112.309344,NULL,4
-2715.408801,4064.445254,NULL,4
-2716.961362,4092.51195,NULL,4
-2715.982416,4204.644419,NULL,4
-2704.720042,4175.143443,NULL,4
-2698.008935,4049.832441,NULL,4
-2695.561191,4022.746985,NULL,4
-2687.072784,4187.164377,NULL,4
-2691.143726,4045.13517,NULL,4
-2676.526295,4031.433922,NULL,4
-2669.149357,4132.520417,NULL,4
-2657.008644,4077.720638,NULL,4
-2660.213147,4136.414903,NULL,4
-2657.948078,4038.481488,NULL,4
-2651.977166,4025.629494,NULL,4
-2830.438634,4078.588959,NULL,7
-2827.405576,4170.477138,NULL,7
-2780.575062,4159.571857,NULL,7
-2747.530591,4099.355231,NULL,4
-2709.270394,4191.816128,NULL,4
-2690.27422,4128.53595,NULL,4
-2659.071603,4188.651157,NULL,4
-2657.475362,4175.111722,NULL,4
-2821.98105,4105.518827,NULL,7
-2805.994589,4149.874042,NULL,7
-2789.911781,4171.078392,NULL,7
-2786.119762,4199.265603,NULL,7
-2779.648729,4060.865496,NULL,4
-2766.522265,4043.426875,NULL,4
-2755.426607,4128.717249,NULL,4
-2753.295838,4191.119559,NULL,7
-2735.462107,4143.82035,NULL,4
-2720.380717,4176.468823,NULL,4
-2700.616656,4123.329366,NULL,4
-2697.770269,4100.356866,NULL,4
-2695.535222,4207.565574,NULL,4
-2688.115837,4100.344087,NULL,4
-2816.140574,4059.244878,NULL,7
-2786.921031,4073.754574,NULL,7
-2667.635011,4106.855875,NULL,4
-2660.562213,4106.925053,NULL,4
-2777.808423,4031.317825,NULL,4
-2762.128518,4024.831956,NULL,4
-2733.925426,4030.38197,NULL,4
-2722.30861,4046.952227,NULL,4
-2719.013002,4134.746982,NULL,4
-2702.554247,4147.366921,NULL,4
-2693.661572,4190.010506,NULL,4
-2669.886831,4152.292932,NULL,4
-2661.970439,4125.167528,NULL,4
-2652.879629,4052.215904,NULL,4
-2651.690035,4115.109062,NULL,4
-2829.535227,3971.887001,NULL,7
-2826.904814,3927.362701,NULL,4
-2826.133908,3985.496583,NULL,7
-2821.845916,3852.688636,NULL,1
-2819.940216,3866.112237,NULL,4
-2815.762825,3841.00355,NULL,1
-2817.775682,3994.788978,NULL,7
-2814.278818,3958.179875,NULL,7
-2811.515582,3903.255292,NULL,4
-2809.999995,3985.614381,NULL,4
-2809.013925,3895.742328,NULL,4
-2807.657713,3865.528622,NULL,4
-2800.891866,3858.02867,NULL,4
-2795.750095,3965.704802,NULL,7
-2794.741706,3841.363969,NULL,1
-2796.433797,3823.476616,NULL,1
-2792.493998,3945.406265,NULL,7
-2789.794859,3936.086424,NULL,7
-2786.111517,3895.457007,NULL,4
-2788.456195,3992.114958,NULL,4
-2775.504033,3844.00627,NULL,4
-2770.134448,3886.830745,NULL,4
-2751.500808,3977.39432,NULL,4
-2746.924543,3877.040314,NULL,7
