Epoch,UnsupervisedLoss
1,0.1399936079978943
2,0.08168649673461914
3,0.052885472774505615
4,0.047590672969818115
5,0.07432645559310913
6,0.061750173568725586
7,0.02256685495376587
8,-0.06704407930374146
9,-0.06731408834457397
10,-0.06986057758331299
11,-0.08742910623550415
12,-0.11866533756256104
13,-0.12628495693206787
14,-0.18228965997695923
15,-0.17963451147079468
16,-0.2157624363899231
17,-0.2290089726448059
18,-0.24848294258117676
19,-0.2696518898010254
20,-0.2921813726425171
21,-0.31470823287963867
22,-0.30837833881378174
23,-0.321135938167572
24,-0.3202412724494934
25,-0.33980515599250793
26,-0.3574270009994507
27,-0.36098524928092957
28,-0.36814743280410767
29,-0.3770837187767029
30,-0.3674170970916748
31,-0.38323622941970825
32,-0.39174288511276245
33,-0.3902794122695923
34,-0.3883505165576935
35,-0.3882443606853485
36,-0.3947196304798126
37,-0.40157029032707214
38,-0.4032684862613678
39,-0.401357501745224
40,-0.40121906995773315
41,-0.4046802222728729
42,-0.4065970778465271
43,-0.40791162848472595
44,-0.41086485981941223
45,-0.4118460714817047
46,-0.41103851795196533
47,-0.4117671847343445
48,-0.4148358702659607
49,-0.4173104763031006
50,-0.41786491870880127
51,-0.41895875334739685
52,-0.4207858741283417
53,-0.4217042326927185
54,-0.4229355454444885
55,-0.42510032653808594
56,-0.4265905022621155
57,-0.42800551652908325
58,-0.4295760989189148
59,-0.4305054247379303
60,-0.43234050273895264
61,-0.4344703257083893
62,-0.4359278976917267
63,-0.43798062205314636
64,-0.43982720375061035
65,-0.4415152072906494
66,-0.443774938583374
67,-0.4464183747768402
68,-0.44895973801612854
69,-0.4514010548591614
70,-0.4545145630836487
71,-0.4574890434741974
72,-0.4606180489063263
73,-0.4638482630252838
74,-0.4663090109825134
75,-0.4685177803039551
76,-0.4705272614955902
77,-0.4721127450466156
78,-0.4735509157180786
79,-0.4746529459953308
80,-0.47546815872192383
81,-0.47643163800239563
82,-0.4772639870643616
83,-0.4779776930809021
84,-0.4786922037601471
85,-0.47936081886291504
86,-0.48012542724609375
87,-0.480727881193161
88,-0.4812951683998108
89,-0.48190101981163025
90,-0.48238304257392883
91,-0.48291879892349243
92,-0.4833853542804718
93,-0.4838453233242035
94,-0.48432251811027527
95,-0.4848024547100067
96,-0.4853058457374573
97,-0.4857847988605499
98,-0.48630794882774353
99,-0.486834317445755
100,-0.487366646528244
101,-0.4878906309604645
102,-0.48843830823898315
103,-0.48895010352134705
104,-0.489492267370224
105,-0.49001041054725647
106,-0.4905320405960083
107,-0.4910513460636139
108,-0.49156761169433594
109,-0.4920787215232849
110,-0.49258047342300415
111,-0.49309152364730835
112,-0.4935843050479889
113,-0.4940859377384186
114,-0.4945823550224304
115,-0.49506837129592896
116,-0.4955452084541321
117,-0.4959994852542877
118,-0.4964452385902405
119,-0.49688008427619934
120,-0.4973103404045105
121,-0.4977346956729889
122,-0.49815431237220764
123,-0.49856382608413696
124,-0.49896731972694397
125,-0.4993627071380615
126,-0.4997487962245941
127,-0.5001238584518433
128,-0.5004884004592896
129,-0.5008413791656494
130,-0.5011905431747437
131,-0.5015374422073364
132,-0.501878023147583
133,-0.5022141933441162
134,-0.5025451183319092
135,-0.5028702020645142
136,-0.5031871199607849
137,-0.5034869909286499
138,-0.5037592053413391
139,-0.5039865970611572
140,-0.5041745901107788
141,-0.5044052600860596
142,-0.5048166513442993
143,-0.5053094625473022
144,-0.5056405067443848
145,-0.5058155059814453
146,-0.5060540437698364
147,-0.5064371228218079
148,-0.5068224668502808
149,-0.5070697069168091
150,-0.5072733163833618
151,-0.5075772404670715
152,-0.5079371929168701
153,-0.5082265138626099
154,-0.5084431171417236
155,-0.5086860656738281
156,-0.5089914798736572
157,-0.5093005299568176
158,-0.5095588564872742
159,-0.509792685508728
160,-0.5100454092025757
161,-0.5103273391723633
162,-0.51060950756073
163,-0.5108674764633179
164,-0.5111092329025269
165,-0.5113517642021179
166,-0.5116051435470581
167,-0.511872410774231
168,-0.5121474266052246
169,-0.5124160647392273
170,-0.5126791000366211
171,-0.5129339694976807
172,-0.5131956338882446
173,-0.5134546756744385
174,-0.5136750936508179
175,-0.5137883424758911
176,-0.5136340260505676
177,-0.5133827924728394
178,-0.5136713981628418
179,-0.5145608186721802
180,-0.5150500535964966
181,-0.5150843858718872
182,-0.5152300596237183
183,-0.515512228012085
184,-0.5159221291542053
185,-0.5161924362182617
186,-0.5161595344543457
187,-0.5164473056793213
188,-0.5169177055358887
189,-0.5169547200202942
190,-0.5170367956161499
191,-0.5173923373222351
192,-0.5175537467002869
193,-0.5177437663078308
194,-0.5180226564407349
195,-0.5180761814117432
196,-0.5182663202285767
197,-0.518593430519104
198,-0.5186628103256226
199,-0.5188051462173462
200,-0.5190743207931519
201,-0.5191723108291626
202,-0.5193372964859009
203,-0.5196003913879395
204,-0.5197209119796753
205,-0.5198479890823364
206,-0.520057201385498
207,-0.5202009081840515
208,-0.5203304290771484
209,-0.5204997658729553
210,-0.5206453800201416
211,-0.520782470703125
212,-0.5209172368049622
213,-0.5210107564926147
214,-0.521061897277832
215,-0.521030068397522
216,-0.5207736492156982
217,-0.520452618598938
218,-0.5201869010925293
219,-0.5207687020301819
220,-0.5217540264129639
221,-0.5222595930099487
222,-0.521931529045105
223,-0.5216379165649414
224,-0.5221229195594788
225,-0.5227298736572266
226,-0.5228289365768433
227,-0.5225798487663269
228,-0.5225164890289307
229,-0.5229203701019287
230,-0.5233902931213379
