Epoch,UnsupervisedLoss
1,0.05297386646270752
2,-0.015175461769104004
3,-0.026296675205230713
4,-0.03287816047668457
5,-0.046860456466674805
6,-0.05943405628204346
7,-0.07233846187591553
8,-0.0887746810913086
9,-0.09848105907440186
10,-0.10081678628921509
11,-0.11368709802627563
12,-0.12945181131362915
13,-0.13938796520233154
14,-0.14646387100219727
15,-0.1549273133277893
16,-0.1659345030784607
17,-0.177223801612854
18,-0.18671351671218872
19,-0.19429922103881836
20,-0.2014257311820984
21,-0.2093120813369751
22,-0.21709197759628296
23,-0.2235775589942932
24,-0.22818249464035034
25,-0.2325296401977539
26,-0.23858731985092163
27,-0.24619531631469727
28,-0.25410038232803345
29,-0.2616899609565735
30,-0.269553005695343
31,-0.2790300250053406
32,-0.29078125953674316
33,-0.3038187026977539
34,-0.31550294160842896
35,-0.3232552409172058
36,-0.33140623569488525
37,-0.34048017859458923
38,-0.34571921825408936
39,-0.34927308559417725
40,-0.3543959856033325
41,-0.3601897954940796
42,-0.3652147352695465
43,-0.37076812982559204
44,-0.3769339323043823
45,-0.3821386992931366
46,-0.38648998737335205
47,-0.39054837822914124
48,-0.39395347237586975
49,-0.39667370915412903
50,-0.3994735777378082
51,-0.4027915894985199
52,-0.4062984883785248
53,-0.4097158908843994
54,-0.4135190546512604
55,-0.4185744524002075
56,-0.42543864250183105
57,-0.43439537286758423
58,-0.44337356090545654
59,-0.438760370016098
60,-0.4555966854095459
61,-0.45756620168685913
62,-0.4622630178928375
63,-0.47481298446655273
64,-0.48857173323631287
65,-0.4908989667892456
66,-0.5067417025566101
67,-0.5121190547943115
68,-0.5191706418991089
69,-0.5321100354194641
70,-0.5352280139923096
71,-0.5439056158065796
72,-0.5515837073326111
73,-0.5557244420051575
74,-0.5636880993843079
75,-0.5676522850990295
76,-0.5734462738037109
77,-0.5798155665397644
78,-0.5828710794448853
79,-0.5886741876602173
80,-0.5929794907569885
81,-0.5958281755447388
82,-0.6006401181221008
83,-0.6032552719116211
84,-0.6067262291908264
85,-0.6101181507110596
86,-0.6119899749755859
87,-0.6153411865234375
88,-0.6179307699203491
89,-0.6198716163635254
90,-0.6223976612091064
91,-0.6241130232810974
92,-0.6261830925941467
93,-0.6282585263252258
94,-0.6296980977058411
95,-0.631682813167572
96,-0.6333872079849243
97,-0.634809136390686
98,-0.636502206325531
